"","id","name_prokka","name_eggnog","product_prokka","function_eggnog","kegg_ko"
"1418","ACIGNDMM_01417","pdhD_2","lpdA","Dihydrolipoyl dehydrogenase","Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain","ko:K00382"
"1419","ACIGNDMM_01418","fcl_1","","GDP-L-fucose synthase","NmrA-like family",""
"1420","ACIGNDMM_01419","glgP","","Glycogen phosphorylase","Carbohydrate phosphorylase","ko:K00688,ko:K00691"
"1421","ACIGNDMM_01420","pgm_1","pgm","Phosphoglucomutase","Phosphoglucomutase/phosphomannomutase, C-terminal domain","ko:K01835"
"1422","ACIGNDMM_01421","pgm_2","pgm","Phosphoglucomutase","Phosphoglucomutase phosphomannomutase alpha beta alpha domain I","ko:K01835"
"1423","ACIGNDMM_01422",NA,"","hypothetical protein","Transposase",""
"1424","ACIGNDMM_01423","ccoN1_1","ccoN","Cbb3-type cytochrome c oxidase subunit CcoN1","oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor","ko:K00404"
"1425","ACIGNDMM_01424",NA,NA,"hypothetical protein",NA,NA
"1426","ACIGNDMM_01425","hsrA_2","","putative transport protein HsrA","Major facilitator Superfamily","ko:K03446"
"1427","ACIGNDMM_01426",NA,NA,"hypothetical protein",NA,NA
"1428","ACIGNDMM_01427","ettA","yjjK","Energy-dependent translational throttle protein EttA","ABC transporter","ko:K06020"
"1429","ACIGNDMM_01428",NA,"","hypothetical protein","",""
"1430","ACIGNDMM_01429",NA,"uptD","hypothetical protein","Domain of unknown function (DUF4398)",""
"1431","ACIGNDMM_01430","yiaD","ompA2","putative lipoprotein YiaD","chlorophyll binding",""
"1432","ACIGNDMM_01431",NA,"","hypothetical protein","methyltransferase",""
"1433","ACIGNDMM_01432","cpdA_3","","3'%2C5'-cyclic adenosine monophosphate phosphodiesterase CpdA","acid phosphatase activity",""
"1434","ACIGNDMM_01433","recF","","DNA replication and repair protein RecF","AAA domain",""
"1435","ACIGNDMM_01434","yhaO","yhaO","putative metallophosphoesterase YhaO","Calcineurin-like phosphoesterase superfamily domain","ko:K03547"
"1436","ACIGNDMM_01435",NA,"","hypothetical protein","HNH nucleases","ko:K06877,ko:K07451"
"1437","ACIGNDMM_01436",NA,"","hypothetical protein","OmpA family","ko:K03640,ko:K12216"
"1438","ACIGNDMM_01437",NA,"","hypothetical protein","Phage-related minor tail protein",""
"1439","ACIGNDMM_01438","esiB_2","motX","Secretory immunoglobulin A-binding protein EsiB","Evidence 5 No homology to any previously reported sequences","ko:K07126,ko:K21217"
"1440","ACIGNDMM_01439","degQ","","Periplasmic pH-dependent serine endoprotease DegQ","PFAM peptidase S1 and S6, chymotrypsin Hap","ko:K04771"
"1441","ACIGNDMM_01440",NA,NA,"hypothetical protein",NA,NA
"1442","ACIGNDMM_01441",NA,NA,"hypothetical protein",NA,NA
"1443","ACIGNDMM_01442",NA,NA,"hypothetical protein",NA,NA
"1444","ACIGNDMM_01443",NA,NA,"hypothetical protein",NA,NA
"1445","ACIGNDMM_01444",NA,NA,"hypothetical protein",NA,NA
"1446","ACIGNDMM_01445",NA,"","hypothetical protein","ORF6N domain",""
"1447","ACIGNDMM_01446",NA,"","hypothetical protein","ORF6N domain",""
"1448","ACIGNDMM_01447",NA,NA,"hypothetical protein",NA,NA
"1449","ACIGNDMM_01448",NA,"","hypothetical protein","ubiE/COQ5 methyltransferase family",""
"1450","ACIGNDMM_01449",NA,"","hypothetical protein","ubiE/COQ5 methyltransferase family",""
"1451","ACIGNDMM_01450",NA,"tnpA1","hypothetical protein","zinc-finger of transposase IS204/IS1001/IS1096/IS1165",""
"1452","ACIGNDMM_01451",NA,"tnpA1","hypothetical protein","COG3464 Transposase and inactivated derivatives",""
"1453","ACIGNDMM_01452",NA,"","hypothetical protein","TIGRFAM CRISPR-associated protein, NE0113",""
"1454","ACIGNDMM_01453",NA,NA,"hypothetical protein",NA,NA
"1455","ACIGNDMM_01454",NA,"","hypothetical protein","Transposase DDE domain",""
"1456","ACIGNDMM_01455",NA,"","hypothetical protein","Transposase","ko:K07487"
"1457","ACIGNDMM_01456",NA,"uspA","hypothetical protein","Universal stress protein family",""
"1458","ACIGNDMM_01457","bicA","bicA","Bicarbonate transporter BicA","Sulfate transporter","ko:K03321"
"1459","ACIGNDMM_01458",NA,"","hypothetical protein","Transposase DDE domain",""
"1460","ACIGNDMM_01459",NA,"yqeH","hypothetical protein","the current gene model (or a revised gene model) may contain one or more premature stops and or frameshifts","ko:K21907"
"1461","ACIGNDMM_01460",NA,NA,"tRNA-Arg(cct)",NA,NA
"1462","ACIGNDMM_01461",NA,NA,"hypothetical protein",NA,NA
"1463","ACIGNDMM_01462","amiA","amiC","N-acetylmuramoyl-L-alanine amidase AmiA","Ami_3","ko:K01448"
"1464","ACIGNDMM_01463",NA,NA,"hypothetical protein",NA,NA
"1465","ACIGNDMM_01464",NA,"yeaO","hypothetical protein","Protein of unknown function, DUF488",""
"1466","ACIGNDMM_01465",NA,"","hypothetical protein","Periplasmic binding protein","ko:K01999"
"1467","ACIGNDMM_01466",NA,"ywhC","hypothetical protein","Peptidase family M50","ko:K06402"
"1468","ACIGNDMM_01467","trpS","trpS","Tryptophan--tRNA ligase","tRNA synthetases class I (W and Y)","ko:K01867"
"1469","ACIGNDMM_01468","accA","accA","Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha","Component of the acetyl coenzyme A carboxylase (ACC) complex. First, biotin carboxylase catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the carboxyltransferase to acetyl-CoA to form malonyl-CoA","ko:K01962,ko:K01963"
"1470","ACIGNDMM_01469","dnaE","dnaE","DNA polymerase III subunit alpha","DNA-directed DNA polymerase","ko:K02337"
"1471","ACIGNDMM_01470","pcrA_1","uvrD","ATP-dependent DNA helicase PcrA","UvrD-like helicase C-terminal domain","ko:K03657"
"1472","ACIGNDMM_01471",NA,"","hypothetical protein","",""
"1473","ACIGNDMM_01472","mcpA","","Methyl-accepting chemotaxis protein McpA","transmembrane signaling receptor activity",""
"1474","ACIGNDMM_01473",NA,"","16S ribosomal RNA","Protein of unknown function (DUF2647)",""
"1475","ACIGNDMM_01474",NA,NA,"tRNA-Ile(gat)",NA,NA
"1476","ACIGNDMM_01475",NA,NA,"tRNA-Ala(tgc)",NA,NA
"1477","ACIGNDMM_01476",NA,NA,"23S ribosomal RNA",NA,NA
"1478","ACIGNDMM_01477",NA,NA,"5S ribosomal RNA",NA,NA
"1479","ACIGNDMM_01478","hndC_3","sfrB","NADP-reducing hydrogenase subunit HndC","NADH-ubiquinone oxidoreductase-F iron-sulfur binding region","ko:K00335,ko:K15022,ko:K18331"
"1480","ACIGNDMM_01479","nth","nth","Endonuclease III","DNA repair enzyme that has both DNA N-glycosylase activity and AP-lyase activity. The DNA N-glycosylase activity releases various damaged pyrimidines from DNA by cleaving the N- glycosidic bond, leaving an AP (apurinic apyrimidinic) site. The AP-lyase activity cleaves the phosphodiester bond 3' to the AP site by a beta-elimination, leaving a 3'-terminal unsaturated sugar and a product with a terminal 5'-phosphate","ko:K01142,ko:K10773"
"1481","ACIGNDMM_01480","yocK","","General stress protein 16O","Prokaryotic dksA/traR C4-type zinc finger","ko:K06204"
"1482","ACIGNDMM_01481","lgt","lgt","Prolipoprotein diacylglyceryl transferase","Transfers the N-acyl diglyceride group on what will become the N-terminal cysteine of membrane lipoproteins","ko:K03438,ko:K13292"
"1483","ACIGNDMM_01482","pctB","","Methyl-accepting chemotaxis protein PctB","transmembrane signaling receptor activity","ko:K03406"
"1484","ACIGNDMM_01483","cymR","","HTH-type transcriptional regulator CymR","2 iron, 2 sulfur cluster binding",""
"1485","ACIGNDMM_01484",NA,NA,"hypothetical protein",NA,NA
"1486","ACIGNDMM_01485",NA,"","Sugar transporter SemiSWEET","PQ loop repeat","ko:K15383"
"1487","ACIGNDMM_01486",NA,"attH","hypothetical protein","Lipocalin-like domain",""
"1488","ACIGNDMM_01487","ytrF","salY","ABC transporter permease YtrF","MacB-like periplasmic core domain","ko:K02004"
"1489","ACIGNDMM_01488",NA,"lolD-2","putative ABC transporter ATP-binding protein","lipoprotein transporter activity","ko:K02003"
"1490","ACIGNDMM_01489","Hgd","","2-(hydroxymethyl)glutarate dehydrogenase","NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase","ko:K00020,ko:K00042"
"1491","ACIGNDMM_01490",NA,NA,"hypothetical protein",NA,NA
"1492","ACIGNDMM_01491",NA,"traC","hypothetical protein","AAA-like domain","ko:K12063"
"1493","ACIGNDMM_01492",NA,NA,"hypothetical protein",NA,NA
"1494","ACIGNDMM_01493",NA,NA,"hypothetical protein",NA,NA
"1495","ACIGNDMM_01494",NA,NA,"hypothetical protein",NA,NA
"1496","ACIGNDMM_01495",NA,"virB9","hypothetical protein","Conjugal transfer protein","ko:K03204"
"1497","ACIGNDMM_01496",NA,NA,"hypothetical protein",NA,NA
"1498","ACIGNDMM_01497","ravA","","ATPase RavA","Associated with various cellular activities","ko:K03924"
"1499","ACIGNDMM_01498",NA,NA,"hypothetical protein",NA,NA
"1500","ACIGNDMM_01499","hemN_2","","Oxygen-independent coproporphyrinogen-III oxidase-like protein","Elongator protein 3, MiaB family, Radical SAM",""
"1501","ACIGNDMM_01500","xerD_3","xerD","Tyrosine recombinase XerD","Phage integrase, N-terminal SAM-like domain","ko:K03733,ko:K04763"
"1502","ACIGNDMM_01501",NA,NA,"hypothetical protein",NA,NA
"1503","ACIGNDMM_01502",NA,"","hypothetical protein","gluconolactonase activity",""
"1504","ACIGNDMM_01503","sir_2","","Sulfite reductase [ferredoxin]","Nitrite and sulphite reductase 4Fe-4S domain","ko:K00362,ko:K00366,ko:K00392"
"1505","ACIGNDMM_01504",NA,NA,"hypothetical protein",NA,NA
"1506","ACIGNDMM_01505","desA2","","Putative acyl-[acyl-carrier-protein] desaturase DesA2","Catalyzes the formation of the isocyclic ring in chlorophyll biosynthesis. Mediates the cyclase reaction, which results in the formation of divinylprotochlorophyllide (Pchlide) characteristic of all chlorophylls from magnesium-protoporphyrin IX 13-monomethyl ester (MgPMME)","ko:K03594,ko:K03921"
"1507","ACIGNDMM_01506","glgA","glgA","Glycogen synthase","Synthesizes alpha-1,4-glucan chains using ADP-glucose","ko:K00703"
"1508","ACIGNDMM_01507",NA,"insQ","hypothetical protein","Transposase, IS605 OrfB family","ko:K07496"
"1509","ACIGNDMM_01508",NA,NA,"hypothetical protein",NA,NA
"1510","ACIGNDMM_01509","crp","","CRP-like cAMP-activated global transcriptional regulator","Cyclic nucleotide-monophosphate binding domain","ko:K10914,ko:K21564"
"1511","ACIGNDMM_01510","mltD","CP_0155","Membrane-bound lytic murein transglycosylase D","Lysin motif","ko:K08307,ko:K12204"
"1512","ACIGNDMM_01511",NA,"pflA","hypothetical protein","Tetratricopeptide repeat-like domain","ko:K15539"
"1513","ACIGNDMM_01512",NA,"fdx","Ferredoxin%2C 2Fe-2S","Ferredoxin",""
"1514","ACIGNDMM_01513","hndC_4","nuoF2","NADP-reducing hydrogenase subunit HndC","NADH-ubiquinone oxidoreductase-F iron-sulfur binding region","ko:K00335"
"1515","ACIGNDMM_01514","purE","purE","N5-carboxyaminoimidazole ribonucleotide mutase","Catalyzes the conversion of N5-carboxyaminoimidazole ribonucleotide (N5-CAIR) to 4-carboxy-5-aminoimidazole ribonucleotide (CAIR)","ko:K01588"
"1516","ACIGNDMM_01515","purK","purK","N5-carboxyaminoimidazole ribonucleotide synthase","Catalyzes the ATP-dependent conversion of 5- aminoimidazole ribonucleotide (AIR) and HCO(3)(-) to N5- carboxyaminoimidazole ribonucleotide (N5-CAIR)","ko:K01589"
"1517","ACIGNDMM_01516",NA,"yjbH","hypothetical protein","protein disulfide oxidoreductase activity",""
"1518","ACIGNDMM_01517",NA,NA,"hypothetical protein",NA,NA
"1519","ACIGNDMM_01518","cyaA","","Adenylate cyclase 1","Adenylate cyclase","ko:K01768,ko:K03406,ko:K11617"
"1520","ACIGNDMM_01519",NA,"","hypothetical protein","diguanylate cyclase activity","ko:K21009"
"1521","ACIGNDMM_01520",NA,"","PE-PGRS family protein PE_PGRS18","NHL repeat",""
"1522","ACIGNDMM_01521","nanM",NA,"N-acetylneuraminate epimerase",NA,NA
"1523","ACIGNDMM_01522","esiB_3",NA,"Secretory immunoglobulin A-binding protein EsiB",NA,NA
"1524","ACIGNDMM_01523",NA,"","hypothetical protein","Papain-like cysteine protease AvrRpt2",""
"1525","ACIGNDMM_01524",NA,"","hypothetical protein","PFAM aldo keto reductase",""
"1526","ACIGNDMM_01525",NA,NA,"hypothetical protein",NA,NA
"1527","ACIGNDMM_01526",NA,"ycf22","hypothetical protein","MlaD protein","ko:K02067"
"1528","ACIGNDMM_01527","mlaF_2","ttg2A","putative phospholipid import ATP-binding protein MlaF","ATPase activity","ko:K02065"
"1529","ACIGNDMM_01528","mlaE_2","","putative phospholipid ABC transporter permease protein MlaE","Permease MlaE","ko:K02066"
"1530","ACIGNDMM_01529",NA,NA,"hypothetical protein",NA,NA
"1531","ACIGNDMM_01530",NA,NA,"hypothetical protein",NA,NA
"1532","ACIGNDMM_01531","cspLA","cspC","Cold shock-like protein CspLA","'Cold-shock' DNA-binding domain","ko:K03704"
"1533","ACIGNDMM_01532",NA,"","hypothetical protein","general secretion pathway protein","ko:K02246,ko:K02247,ko:K02456,ko:K02457,ko:K02458,ko:K10924"
"1534","ACIGNDMM_01533","xcpV","gspI","Type II secretion system protein I","type IV pilus modification protein PilV","ko:K02458"
"1535","ACIGNDMM_01534",NA,"","hypothetical protein","Prokaryotic N-terminal methylation motif","ko:K02457,ko:K02458,ko:K02459,ko:K02655,ko:K10926"
"1536","ACIGNDMM_01535","dnaB","dnaB","Replicative DNA helicase","Participates in initiation and elongation during chromosome replication","ko:K02314"
"1537","ACIGNDMM_01536","hisZ","hisZ","ATP phosphoribosyltransferase regulatory subunit","Histidyl-tRNA synthetase","ko:K00765,ko:K01892,ko:K02502"
"1538","ACIGNDMM_01537","serA","serA","D-3-phosphoglycerate dehydrogenase","Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family","ko:K00058"
"1539","ACIGNDMM_01538",NA,"","Serine-pyruvate aminotransferase","Evidence 2b Function of strongly homologous gene",""
"1540","ACIGNDMM_01539","oppA","oppA","Periplasmic oligopeptide-binding protein","transmembrane transport","ko:K02035,ko:K15580"
"1541","ACIGNDMM_01540",NA,NA,"5S ribosomal RNA",NA,NA
"1542","ACIGNDMM_01541",NA,NA,"23S ribosomal RNA",NA,NA
"1543","ACIGNDMM_01542",NA,NA,"tRNA-Ala(tgc)",NA,NA
"1544","ACIGNDMM_01543",NA,NA,"tRNA-Ile(gat)",NA,NA
"1545","ACIGNDMM_01544",NA,"","16S ribosomal RNA","",""
"1546","ACIGNDMM_01545","guaA_1","guaA_1","GMP synthase [glutamine-hydrolyzing]","PFAM Glutamine amidotransferase class-I","ko:K01951"
"1547","ACIGNDMM_01546","czcA_2","","Cobalt-zinc-cadmium resistance protein CzcA","silver ion transport","ko:K07787,ko:K15726"
"1548","ACIGNDMM_01547","czcB_1","cusB","Cobalt-zinc-cadmium resistance protein CzcB","Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family","ko:K07798,ko:K15727"
"1549","ACIGNDMM_01548","tyrS","tyrS","Tyrosine--tRNA ligase","Catalyzes the attachment of tyrosine to tRNA(Tyr) in a two-step reaction tyrosine is first activated by ATP to form Tyr- AMP and then transferred to the acceptor end of tRNA(Tyr)","ko:K01866"
"1550","ACIGNDMM_01549",NA,NA,"hypothetical protein",NA,NA
"1551","ACIGNDMM_01550",NA,NA,"hypothetical protein",NA,NA
"1552","ACIGNDMM_01551","ndk","ndk","Nucleoside diphosphate kinase","Major role in the synthesis of nucleoside triphosphates other than ATP. The ATP gamma phosphate is transferred to the NDP beta phosphate via a ping-pong mechanism, using a phosphorylated active-site intermediate","ko:K00940"
"1553","ACIGNDMM_01552",NA,"mprF","hypothetical protein","lysyltransferase activity","ko:K07027"
"1554","ACIGNDMM_01553","chmD","uxs","dTDP-4-oxo-6-deoxy-D-allose reductase","PFAM NAD dependent epimerase dehydratase family","ko:K01710,ko:K08678"
"1555","ACIGNDMM_01554",NA,NA,"hypothetical protein",NA,NA
"1556","ACIGNDMM_01555","sfsA","sfsA","Sugar fermentation stimulation protein A","positive regulation of transcription, DNA-templated","ko:K06206"
"1557","ACIGNDMM_01556","rkpK","ugd","UDP-glucose 6-dehydrogenase","Belongs to the UDP-glucose GDP-mannose dehydrogenase family","ko:K00012"
"1558","ACIGNDMM_01557","thiO","thiO","Glycine oxidase","tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase activity","ko:K03153"
"1559","ACIGNDMM_01558",NA,"","hypothetical protein","Domain of unknown function (DUF4010)",""
"1560","ACIGNDMM_01559",NA,"ccoP","hypothetical protein","Cytochrome C oxidase, mono-heme subunit/FixO","ko:K00405"
"1561","ACIGNDMM_01560",NA,"yebC","putative transcriptional regulatory protein","Transcriptional regulator",""
"1562","ACIGNDMM_01561","pheA","pheA","P-protein","Chorismate mutase type II","ko:K01713,ko:K04518,ko:K14170,ko:K14187"
"1563","ACIGNDMM_01562","aroF","aroF","Phospho-2-dehydro-3-deoxyheptonate aldolase","NeuB family","ko:K03856"
"1564","ACIGNDMM_01563","tyrA","tyrA","Prephenate dehydrogenase","Prephenate dehydrogenase","ko:K00210,ko:K00220,ko:K04517"
"1565","ACIGNDMM_01564","aroA1","aroA","3-phosphoshikimate 1-carboxyvinyltransferase 1","Catalyzes the transfer of the enolpyruvyl moiety of phosphoenolpyruvate (PEP) to the 5-hydroxyl of shikimate-3- phosphate (S3P) to produce enolpyruvyl shikimate-3-phosphate and inorganic phosphate","ko:K00800"
"1566","ACIGNDMM_01565","cmk","cmk","Cytidylate kinase","Belongs to the cytidylate kinase family. Type 1 subfamily","ko:K00800,ko:K00945,ko:K02945,ko:K03527,ko:K03977,ko:K11753,ko:K13799"
"1567","ACIGNDMM_01566","plsC","plsC","1-acyl-sn-glycerol-3-phosphate acyltransferase","Phosphate acyltransferases","ko:K00655,ko:K00945"
"1568","ACIGNDMM_01567",NA,"","hypothetical protein","metal ion transport",""
"1569","ACIGNDMM_01568",NA,"","hypothetical protein","metal ion transport",""
"1570","ACIGNDMM_01569",NA,"ygfA","5-formyltetrahydrofolate cyclo-ligase","5-formyltetrahydrofolate cyclo-ligase family","ko:K01934"
"1571","ACIGNDMM_01570","folE","folE","GTP cyclohydrolase 1","GTP cyclohydrolase I","ko:K00950,ko:K01495"
"1572","ACIGNDMM_01571","folD","folD","Bifunctional protein FolD protein","Catalyzes the oxidation of 5,10- methylenetetrahydrofolate to 5,10-methenyltetrahydrofolate and then the hydrolysis of 5,10-methenyltetrahydrofolate to 10- formyltetrahydrofolate","ko:K01491"
"1573","ACIGNDMM_01572","yitJ","metF","Bifunctional homocysteine S-methyltransferase/5%2C10-methylenetetrahydrofolate reductase","Methylenetetrahydrofolate reductase","ko:K00297"
"1574","ACIGNDMM_01573","panB","panB","3-methyl-2-oxobutanoate hydroxymethyltransferase","Catalyzes the reversible reaction in which hydroxymethyl group from 5,10-methylenetetrahydrofolate is transferred onto alpha-ketoisovalerate to form ketopantoate","ko:K00606"
"1575","ACIGNDMM_01574",NA,"chaC","hypothetical protein","gamma-glutamylcyclotransferase activity","ko:K07232"
"1576","ACIGNDMM_01575","xthA","xthA","Exodeoxyribonuclease III","Endonuclease/Exonuclease/phosphatase family","ko:K01142"
"1577","ACIGNDMM_01576","desA1","","Putative acyl-[acyl-carrier-protein] desaturase DesA1","Catalyzes the formation of the isocyclic ring in chlorophyll biosynthesis. Mediates the cyclase reaction, which results in the formation of divinylprotochlorophyllide (Pchlide) characteristic of all chlorophylls from magnesium-protoporphyrin IX 13-monomethyl ester (MgPMME)","ko:K03594,ko:K03921"
"1578","ACIGNDMM_01577","bdlA_2","","Biofilm dispersion protein BdlA","Methyl-accepting chemotaxis protein","ko:K03406"
"1579","ACIGNDMM_01578",NA,"dld","putative FAD-linked oxidoreductase","FAD linked oxidases, C-terminal domain","ko:K18930"
"1580","ACIGNDMM_01579","yhaM","yhaM","3'-5' exoribonuclease YhaM","metal-dependent phosphohydrolase, HD sub domain","ko:K03698"
"1581","ACIGNDMM_01580","gltS","gltA","Ferredoxin-dependent glutamate synthase 2","Conserved region in glutamate synthase","ko:K00265,ko:K00284"
"1582","ACIGNDMM_01581",NA,"","hypothetical protein","YCII-related domain","ko:K09780"
"1583","ACIGNDMM_01582","sigA","rpoS","RNA polymerase sigma factor SigA","Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released","ko:K03086,ko:K03087"
"1584","ACIGNDMM_01583","acyP","acyP","Acylphosphatase","Acylphosphatase","ko:K01512"
"1585","ACIGNDMM_01584",NA,NA,"tRNA-Pro(cgg)",NA,NA
"1586","ACIGNDMM_01585","fumC","fumC","Fumarate hydratase class II","Involved in the TCA cycle. Catalyzes the stereospecific interconversion of fumarate to L-malate","ko:K00027,ko:K01679"
"1587","ACIGNDMM_01586",NA,"guaB2","hypothetical protein","recombinase activity","ko:K07450"
"1588","ACIGNDMM_01587","cobD_1","cobC","Threonine-phosphate decarboxylase","Belongs to the class-II pyridoxal-phosphate-dependent aminotransferase family. Histidinol-phosphate aminotransferase subfamily","ko:K00817,ko:K01042,ko:K01089,ko:K02189,ko:K02225,ko:K04720"
"1589","ACIGNDMM_01588","cobD_2","cobD","Cobalamin biosynthesis protein CobD","Converts cobyric acid to cobinamide by the addition of aminopropanol on the F carboxylic group","ko:K02227"
"1590","ACIGNDMM_01589","cobQ","cobQ","Cobyric acid synthase","Catalyzes amidations at positions B, D, E, and G on adenosylcobyrinic A,C-diamide. NH(2) groups are provided by glutamine, and one molecule of ATP is hydrogenolyzed for each amidation","ko:K02232"
"1591","ACIGNDMM_01590",NA,NA,"hypothetical protein",NA,NA
"1592","ACIGNDMM_01591","ilvD_3","ilvD","Dihydroxy-acid dehydratase","Belongs to the IlvD Edd family","ko:K01687"
"1593","ACIGNDMM_01592",NA,"rmuC","hypothetical protein","RmuC family","ko:K09760"
"1594","ACIGNDMM_01593",NA,"yvlD","hypothetical protein","Mycobacterial 4 TMS phage holin, superfamily IV","ko:K08972"
"1595","ACIGNDMM_01594",NA,NA,"hypothetical protein",NA,NA
"1596","ACIGNDMM_01595","tsrM","","Tryptophan 2-C-methyltransferase","radical SAM domain protein",""
"1597","ACIGNDMM_01596",NA,NA,"hypothetical protein",NA,NA
"1598","ACIGNDMM_01597",NA,NA,"hypothetical protein",NA,NA
"1599","ACIGNDMM_01598","cbiF","cobM","Cobalt-precorrin-4 C(11)-methyltransferase","Tetrapyrrole (Corrin/Porphyrin) Methylases","ko:K02304,ko:K05936,ko:K13541"
"1600","ACIGNDMM_01599",NA,NA,"hypothetical protein",NA,NA
"1601","ACIGNDMM_01600","cbiL","cbiL","Cobalt-precorrin-2 C(20)-methyltransferase","Tetrapyrrole (Corrin/Porphyrin) Methylases","ko:K03394"
"1602","ACIGNDMM_01601","yacG",NA,"DNA gyrase inhibitor YacG",NA,NA
"1603","ACIGNDMM_01602","ribE","ribE","Riboflavin synthase","Lumazine binding domain","ko:K00793,ko:K02858,ko:K14652"
"1604","ACIGNDMM_01603","ribD","ribD","Riboflavin biosynthesis protein RibD","Converts 2,5-diamino-6-(ribosylamino)-4(3h)-pyrimidinone 5'-phosphate into 5-amino-6-(ribosylamino)-2,4(1h,3h)- pyrimidinedione 5'-phosphate","ko:K00082,ko:K01498,ko:K11752"
"1605","ACIGNDMM_01604","glyS","glyS","Glycine--tRNA ligase beta subunit","Glycyl-tRNA synthetase beta subunit","ko:K01879,ko:K14164"
"1606","ACIGNDMM_01605","glyQ","glyQ","Glycine--tRNA ligase alpha subunit","Glycyl-tRNA synthetase alpha subunit","ko:K01878,ko:K14164"
"1607","ACIGNDMM_01606","gmr_3","","Cyclic di-GMP phosphodiesterase Gmr","CHASE3 domain","ko:K21023"
"1608","ACIGNDMM_01607","bioB","bioB","Biotin synthase","Catalyzes the conversion of dethiobiotin (DTB) to biotin by the insertion of a sulfur atom into dethiobiotin via a radical- based mechanism","ko:K00833,ko:K01012"
"1609","ACIGNDMM_01608","bioW","bioW","6-carboxyhexanoate--CoA ligase","6-carboxyhexanoate--CoA ligase","ko:K00652,ko:K01906"
"1610","ACIGNDMM_01609","bioF","bioF","8-amino-7-oxononanoate synthase 2","Catalyzes the decarboxylative condensation of pimeloyl- acyl-carrier protein and L-alanine to produce 8-amino-7- oxononanoate (AON), acyl-carrier protein , and carbon dioxide","ko:K00652"
"1611","ACIGNDMM_01610","guaB_1","","Inosine-5'-monophosphate dehydrogenase","Domain in cystathionine beta-synthase and other proteins.","ko:K10716"
"1612","ACIGNDMM_01611","pbpB","pbp4","Penicillin-binding protein 2B","penicillin binding",""
"1613","ACIGNDMM_01612",NA,"","hypothetical protein","Bacterial alpha-L-rhamnosidase 6 hairpin glycosidase domain",""
"1614","ACIGNDMM_01613",NA,"yicC","hypothetical protein","Domain of unknown function (DUF1732)","ko:K03316"
"1615","ACIGNDMM_01614",NA,"","hypothetical protein","Domain of unknown function (DUF370)","ko:K09777"
"1616","ACIGNDMM_01615","gmk","gmk","Guanylate kinase","Essential for recycling GMP and indirectly, cGMP","ko:K00942,ko:K01591"
"1617","ACIGNDMM_01616","rpoZ","rpoZ","DNA-directed RNA polymerase subunit omega","Promotes RNA polymerase assembly. Latches the N- and C- terminal regions of the beta' subunit thereby facilitating its interaction with the beta and alpha subunits","ko:K03060"
"1618","ACIGNDMM_01617","coaBC","coaBC","Coenzyme A biosynthesis bifunctional protein CoaBC","Catalyzes two steps in the biosynthesis of coenzyme A. In the first step cysteine is conjugated to 4'-phosphopantothenate to form 4-phosphopantothenoylcysteine, in the latter compound is decarboxylated to form 4'-phosphopantotheine","ko:K01598,ko:K13038"
"1619","ACIGNDMM_01618","bepA_8","","Beta-barrel assembly-enhancing protease","Tetratricopeptide repeat",""
"1620","ACIGNDMM_01619","aroQ","aroQ","3-dehydroquinate dehydratase","Catalyzes a trans-dehydration via an enolate intermediate","ko:K01271,ko:K03785,ko:K03786"
"1621","ACIGNDMM_01620","efp","efp","Elongation factor P","Involved in peptide bond synthesis. Stimulates efficient translation and peptide-bond synthesis on native or reconstituted 70S ribosomes in vitro. Probably functions indirectly by altering the affinity of the ribosome for aminoacyl-tRNA, thus increasing their reactivity as acceptors for peptidyl transferase","ko:K02356"
"1622","ACIGNDMM_01621","accB","accB","Biotin carboxyl carrier protein of acetyl-CoA carboxylase","first, biotin carboxylase catalyzes the carboxylation of the carrier protein and then the transcarboxylase transfers the carboxyl group to form malonyl-CoA","ko:K00627,ko:K01571,ko:K02160"
"1623","ACIGNDMM_01622","accC_1","accC","Biotin carboxylase","TIGRFAM acetyl-CoA carboxylase, biotin carboxylase","ko:K01961"
"1624","ACIGNDMM_01623","accC_2","accC","Biotin carboxylase","Biotin carboxylase C-terminal domain","ko:K01961"
"1625","ACIGNDMM_01624","thiE","thiE","Thiamine-phosphate synthase","Condenses 4-methyl-5-(beta-hydroxyethyl)thiazole monophosphate (THZ-P) and 2-methyl-4-amino-5-hydroxymethyl pyrimidine pyrophosphate (HMP-PP) to form thiamine monophosphate (TMP)","ko:K00788"
"1626","ACIGNDMM_01625","cph2","VP1245","Phytochrome-like protein cph2","GAF domain",""
"1627","ACIGNDMM_01626","rcp1","","Response regulator rcp1","cheY-homologous receiver domain",""
"1628","ACIGNDMM_01627","cph1_1","MA20_18310","Phytochrome-like protein cph1","His Kinase A (phosphoacceptor) domain",""
